timestamp,epoch,train_loss,test_loss,test_accuracy,learning_rate,epoch_time,memory_used_gb,is_best_model,block_0_precision_level,block_0_attention_entropy,block_1_precision_level,block_1_attention_entropy,block_2_precision_level,block_2_attention_entropy,block_3_precision_level,block_3_attention_entropy
2025-01-26 15:17:39,0,2.8984858259862785,2.6834156853812083,48.868,4.000000000000002e-06,8.601874351501465,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:17:48,1,2.566059652639895,2.2790715791741194,50.004,4.0904026122305924e-06,8.503342866897583,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:17:57,2,2.185419126432769,1.8609501755967433,50.0,4.3612699225766075e-06,8.510592222213745,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-26 15:18:05,3,1.8066079227291807,1.53257375347371,50.004,4.811581634687074e-06,8.539661645889282,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-26 15:18:14,4,1.5191551909154775,1.339405702084911,50.68,5.439641525433131e-06,8.578952550888062,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:18:22,5,1.3515875461150189,1.247086566321704,55.216,6.243083834199742e-06,8.584349632263184,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:18:31,6,1.2665194224338143,1.208537746448906,56.684,7.218882174174894e-06,8.683190822601318,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:18:40,7,1.2281795131916902,1.1947789143542855,56.476,8.363360932069213e-06,8.610567569732666,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-26 15:18:49,8,1.211627030859188,1.1915573635879828,56.98,9.672209113326208e-06,8.563624620437622,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:18:57,9,1.2046942126994231,1.1914815051215035,58.952,1.1140496580670943e-05,8.619923114776611,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:19:06,10,1.2018677677427019,1.1913938181740897,58.316,1.276269262483033e-05,8.690588474273682,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-26 15:19:15,11,1.2009300407098265,1.1907319292730214,58.44,1.4532686797473469e-05,8.59977102279663,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-26 15:19:24,12,1.1986592497144426,1.189219703479689,59.892,1.64438119278987e-05,8.61540961265564,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:19:32,13,1.196713274838973,1.186829112013992,59.216,1.848886923676891e-05,8.757384061813354,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-26 15:19:41,14,1.192623182218902,1.1834473317983198,58.46,2.066015545229735e-05,8.745181798934937,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-26 15:19:50,15,1.1884648167357152,1.1752508319154078,60.752,2.2949491826742988e-05,8.644731283187866,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:19:58,16,1.176585426135939,1.16117305171733,62.004,2.534825494391731e-05,8.630297183990479,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:20:07,17,1.1541482721056258,1.1434480414098622,64.552,2.7847409201657198e-05,8.644962549209595,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:20:16,18,1.1265598146282896,1.1249358824321203,67.12,3.0437540846909867e-05,8.627345561981201,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:20:25,19,1.106028007001293,1.1221320118222917,68.336,3.31088934352273e-05,8.622480154037476,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:20:34,20,1.0905511573869355,1.1033407242930666,69.928,3.585140458110234e-05,8.567430019378662,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:20:43,21,1.072739608433782,1.0837659397903754,71.64,3.8654743860715835e-05,8.600703239440918,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:20:52,22,1.0585679886292438,1.0864713569076694,71.824,4.1508351724324216e-05,8.619826316833496,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:21:00,23,1.0451758978318195,1.051201626962545,74.396,4.440147927171284e-05,8.561537504196167,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:21:09,24,1.025047359417896,1.041398139632478,75.584,4.732322874089003e-05,8.626646280288696,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:21:18,25,1.0102312856790971,1.0368143757995294,76.036,5.0262594557510085e-05,8.636858463287354,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:21:26,26,0.9965370346088799,1.0353467914522911,76.624,5.320850479040114e-05,8.581592321395874,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:21:35,27,0.9901931748098257,1.0159364525152712,77.8,5.614986285704449e-05,8.530341625213623,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:21:44,28,0.9788244062540482,1.0173816315981807,77.96,5.90755893219097e-05,8.610047578811646,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:21:52,29,0.9679377139831076,1.016131330509575,78.052,6.197466363020107e-05,8.640898704528809,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:22:01,30,0.9579666402875161,1.0075971946424367,78.916,6.483616561981363e-05,8.634195327758789,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:22:10,31,0.9516380611731081,0.9961294471001139,79.596,6.764931665513224e-05,8.53331708908081,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:22:19,32,0.9386690441442995,0.9961302742666128,79.848,7.040352022773216e-05,8.603576898574829,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:22:27,33,0.9341408026461698,1.0007643444197518,80.112,7.308840187104771e-05,8.628284931182861,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:22:36,34,0.9257746326680086,0.9877046042559098,80.028,7.569384823865859e-05,8.608730554580688,6.080807209014893,False,0,0,0,0,0,0,0,0
2025-01-26 15:22:44,35,0.9160238589559283,0.9945755333316569,80.524,7.821004519899576e-05,8.576657772064209,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:22:53,36,0.9075141488289347,1.0057335009380264,80.552,8.062751480297165e-05,8.534327268600464,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:23:02,37,0.9039647688671034,0.9885611667924997,80.596,8.293715098528674e-05,8.610786437988281,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:23:10,38,0.9032553057281338,0.9967903166401143,80.82,8.513025386493341e-05,8.670112609863281,6.080807209014893,True,0,0,0,0,0,0,0,0
2025-01-26 15:23:19,39,0.8904307971195299,1.0188837404153785,80.236,8.719856251569459e-05,8.603166580200195,6.080807209014893,False,0,0,0,0,0,0,0,0
