timestamp,epoch,train_loss,test_loss,test_accuracy,learning_rate,epoch_time,memory_used_gb,is_best_model,block_0_precision_level,block_0_attention_entropy,block_1_precision_level,block_1_attention_entropy,block_2_precision_level,block_2_attention_entropy,block_3_precision_level,block_3_attention_entropy
2025-01-26 13:50:30,0,2.889000415802002,2.675874933904531,50.0,4.000000000000002e-06,8.613821506500244,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:50:39,1,2.559572866984776,2.268235513142177,50.0,4.0904026122305924e-06,8.444876432418823,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-26 13:50:47,2,2.1772196049592933,1.8443576900326475,50.0,4.3612699225766075e-06,8.526573896408081,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-26 13:50:56,3,1.792747427006157,1.5164129004186513,50.0,4.811581634687074e-06,8.491223573684692,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-26 13:51:04,4,1.5055721560303046,1.3272259697622182,50.88,5.439641525433131e-06,8.57082223892212,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:51:13,5,1.3375100870521701,1.2405792474746704,51.84,6.243083834199742e-06,8.555693626403809,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:51:21,6,1.2582764552564036,1.207454423515164,53.812,7.218882174174894e-06,8.581730842590332,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:51:30,7,1.223603061267308,1.1965409468631356,56.416,8.363360932069213e-06,8.610153436660767,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:51:39,8,1.2094991304436509,1.1941980123519897,55.652,9.672209113326208e-06,8.634765386581421,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-26 13:51:48,9,1.2035616636276245,1.1938282518970722,55.728,1.1140496580670943e-05,8.625558137893677,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-26 13:51:57,10,1.2016450069388565,1.193138032543416,55.748,1.276269262483033e-05,8.69220781326294,6.001430988311768,False,0,0,0,0,0,0,0,0
2025-01-26 13:52:05,11,1.1971479289385738,1.1920819574472856,57.7,1.4532686797473469e-05,8.72828197479248,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:52:14,12,1.1968423882309271,1.1906731080035775,59.808,1.64438119278987e-05,8.643855094909668,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:52:23,13,1.19428132504833,1.1880228592424977,60.692,1.848886923676891e-05,8.662274837493896,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:52:32,14,1.1925691390524105,1.183407712955864,61.056,2.066015545229735e-05,8.685653448104858,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:52:41,15,1.1871235589591824,1.1729227450429176,61.748,2.2949491826742988e-05,8.622366428375244,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:52:49,16,1.1704473422498118,1.1565509499335775,62.004,2.534825494391731e-05,8.624457359313965,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:52:58,17,1.1452595384753481,1.1307352282563035,66.252,2.7847409201657198e-05,8.697973251342773,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:53:07,18,1.1050915547779627,1.1021533036718563,69.656,3.0437540846909867e-05,8.69676947593689,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:53:16,19,1.0793470947109922,1.0692084808738864,72.148,3.31088934352273e-05,8.61164903640747,6.001430988311768,True,0,0,0,0,0,0,0,0
2025-01-26 13:53:25,20,1.0550067741043714,1.0562855881087634,73.624,3.585140458110234e-05,8.656800508499146,6.001430988311768,True,0,0,0,0,0,0,0,0
